fixture,category,node_count,group,tool,format,raster_density,primary,eligible,expected_measured,measured_attempts,successes,failures,missing_measurements,median_ms,ci95_low_ms,ci95_high_ms,min_ms,q25_ms,q75_ms,p95_ms,max_ms,measured_output_hash_count,output_stable,output
queue_workers,real-world,23,png-primary,d2-dagre,png,2.0,True,True,20,20,20,0,0,541.975313,539.0225835,546.871854,535.257541,538.85026075,549.2127182500001,561.95163095,591.084292,1,True,renders/d2-dagre/queue_workers.png
queue_workers,real-world,23,svg,d2-dagre,svg,,True,True,20,20,20,0,0,26.929208000000003,26.4034182375,28.2786045,24.01225,26.281343999999997,28.534563,32.4953431,38.704583,1,True,renders/d2-dagre/queue_workers.svg
queue_workers,real-world,23,png-primary,d2-tala,png,2.0,True,True,20,20,20,0,0,679.1723125000001,671.3873128624999,697.957938,665.571209,670.720281,699.12879175,733.5579881000001,859.416916,1,True,renders/d2-tala/queue_workers.png
queue_workers,real-world,23,svg,d2-tala,svg,,True,True,20,20,20,0,0,202.80420800000002,201.2642505,217.97481249999998,196.917375,201.0360315,219.5921145,263.01012325000016,458.880292,1,True,renders/d2-tala/queue_workers.svg
queue_workers,real-world,23,png-primary,mermaid-dagre,png,2.0,True,True,20,20,20,0,0,568.282854,553.2049585,584.5218482749998,539.724417,549.63745875,586.10170825,623.6250625000002,892.421625,1,True,renders/mermaid-dagre/queue_workers.png
queue_workers,real-world,23,svg,mermaid-dagre,svg,,True,True,20,20,20,0,0,429.6305835,419.0024165,445.672208,405.431583,418.04339574999995,448.686208,507.27598750000016,773.045375,1,True,renders/mermaid-dagre/queue_workers.svg
queue_workers,real-world,23,png-primary,graphviz-dot,png,2.0,True,True,20,20,20,0,0,305.022375,302.8355,311.49325,297.69775,301.60311475000003,313.5178435,344.7834666500001,475.343708,1,True,renders/graphviz-dot/queue_workers.png
queue_workers,real-world,23,svg,graphviz-dot,svg,,True,True,20,20,20,0,0,78.707792,77.296458,83.1503755,73.636375,76.9084475,86.2281565,98.36804855000001,123.38325,1,True,renders/graphviz-dot/queue_workers.svg
queue_workers,real-world,23,png-primary,plantuml-dot,png,2.0,True,True,20,20,20,0,0,1167.565146,1142.0472432375,1180.8525835,1072.674084,1140.51122925,1182.679604,1193.46254135,1225.13475,1,True,renders/plantuml-dot/queue_workers.png
queue_workers,real-world,23,svg,plantuml-dot,svg,,True,True,20,20,20,0,0,935.073292,928.705771,941.853979,905.889541,927.0545,944.0648020000001,960.8007044999999,963.071917,1,True,renders/plantuml-dot/queue_workers.svg
ross_overview,real-world,24,png-primary,d2-dagre,png,2.0,True,True,20,20,20,0,0,485.04645849999997,482.1587505,499.8461045,478.287,481.363344,504.16745849999995,514.69998095,557.217667,1,True,renders/d2-dagre/ross_overview.png
ross_overview,real-world,24,svg,d2-dagre,svg,,True,True,20,20,20,0,0,23.916874999999997,23.1463545,30.565125000000002,22.476583,23.03177075,33.244292,39.430029149999996,40.033833,1,True,renders/d2-dagre/ross_overview.svg
ross_overview,real-world,24,png-primary,d2-tala,png,2.0,True,True,20,20,20,0,0,475.6423545,472.38014599999997,478.221875,468.422584,471.96252074999995,478.83117775000005,491.90399965,499.792166,1,True,renders/d2-tala/ross_overview.png
ross_overview,real-world,24,svg,d2-tala,svg,,True,True,20,20,20,0,0,107.1187915,102.8502295,120.88052099999999,100.9105,102.75883375000001,121.48203099999999,124.847725,129.590125,1,True,renders/d2-tala/ross_overview.svg
ross_overview,real-world,24,png-primary,mermaid-dagre,png,2.0,True,True,20,20,20,0,0,512.1419579999999,508.4957915,516.829979,489.712667,507.33948975000004,517.56627075,551.1865767500001,555.565958,1,True,renders/mermaid-dagre/ross_overview.png
ross_overview,real-world,24,svg,mermaid-dagre,svg,,True,True,20,20,20,0,0,394.5389795,388.0812085,404.1319795,380.578292,387.3986565,409.40819849999997,500.69196285000004,589.247084,1,True,renders/mermaid-dagre/ross_overview.svg
ross_overview,real-world,24,png-primary,graphviz-dot,png,2.0,True,True,20,20,20,0,0,206.09562549999998,201.465417,216.7421455,195.78475,200.74747975000002,218.69223975,241.9351247,244.671917,1,True,renders/graphviz-dot/ross_overview.png
ross_overview,real-world,24,svg,graphviz-dot,svg,,True,True,20,20,20,0,0,77.510312,75.0911455,84.1158125,71.8835,75.05405175,87.20195825,91.44448575,96.200542,1,True,renders/graphviz-dot/ross_overview.svg
ross_overview,real-world,24,png-primary,plantuml-dot,png,2.0,True,True,20,20,20,0,0,1162.0803959999998,1150.2258124999998,1180.9689165,1100.103125,1148.014927,1181.95902075,1201.3612247,1303.503167,1,True,renders/plantuml-dot/ross_overview.png
ross_overview,real-world,24,svg,plantuml-dot,svg,,True,True,20,20,20,0,0,936.4761875,914.6062704999999,949.9297085000001,856.845542,910.94220825,954.755386,1008.1945899000001,1140.000875,1,True,renders/plantuml-dot/ross_overview.svg
spyre_encoder,real-world,32,png-primary,d2-dagre,png,2.0,True,True,20,20,20,0,0,317.1842085,313.6356255,321.1055,306.881667,312.82338575,325.30680199999995,351.9590191,357.777334,1,True,renders/d2-dagre/spyre_encoder.png
spyre_encoder,real-world,32,svg,d2-dagre,svg,,True,True,20,20,20,0,0,30.9254995,30.0232915,34.509187499999996,28.946708,29.9748225,35.159645749999996,47.4523223,48.695042,1,True,renders/d2-dagre/spyre_encoder.svg
